cor,secao,retranca
s6,Supervisão de Gestão de Pessoas,AEHQXDM
s6,Supervisão de Finanças,AEHQYDM
s6,Supervisão de Suprimentos,AEHQZDM
s5,Moóca,
s6,GABINETE DO SUBPREFEITO,AEHRADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHREDM
s6,Supervisão de Assistência Social,AEHRFDM
s6,Supervisão de Esportes e Lazer,AEHRGDM
s6,Supervisão de Segurança Alimentar,AEHRHDM
s6,Supervisão de Cultura,AEHRIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHRJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHRKDM
s6,Supervisão Técnica de Fiscalização,AEHRLDM
s6,Supervisão Técnica de Planejamento Urbano,AEHRMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHRNDM
s6,Supervisão Técnica de Limpeza Pública,AEHRODM
s6,Supervisão Técnica de Manutenção,AEHRPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHRQDM
s6,Coordenadoria de Educação,AEHRRDM
s6,Supervisão Escolar,AEHRSDM
s6,Coordenadoria de Saúde,AEHRTDM
s6,Supervisão de Vigilância em Saúde,AEHRUDM
s6,Coordenadoria de Administração e Finanças,AEHRVDM
s6,Supervisão de Administração,AEHRWDM
s6,Supervisão de Gestão de Pessoas,AEHRXDM
s6,Supervisão de Finanças,AEHRYDM
s6,Supervisão de Suprimentos,AEHRZDM
s5,Parelheiros,
s6,GABINETE DO SUBPREFEITO,AEHSADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHSEDM
s6,Supervisão de Assistência Social,AEHSFDM
s6,Supervisão de Esportes e Lazer,AEHSGDM
s6,Supervisão de Segurança Alimentar,AEHSHDM
s6,Supervisão de Cultura,AEHSIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHSJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHSKDM
s6,Supervisão Técnica de Fiscalização,AEHSLDM
s6,Supervisão Técnica de Planejamento Urbano,AEHSMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHSNDM
s6,Supervisão Técnica de Limpeza Pública,AEHSODM
s6,Supervisão Técnica de Manutenção,AEHSPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHSQDM
s6,Coordenadoria de Educação,AEHSRDM
s6,Supervisão Escolar,AEHSSDM
s6,Coordenadoria de Saúde,AEHSTDM
s6,Supervisão de Vigilância em Saúde,AEHSUDM
s6,Coordenadoria de Administração e Finanças,AEHSVDM
s6,Supervisão de Administração,AEHSWDM
s6,Supervisão de Gestão de Pessoas,AEHSXDM
s6,Supervisão de Finanças,AEHSYDM
s6,Supervisão de Suprimentos,AEHSZDM
s5,Penha,
s6,GABINETE DO SUBPREFEITO,AEHTADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHTEDM
s6,Supervisão de Assistência Social,AEHTFDM
s6,Supervisão de Esportes e Lazer,AEHTGDM
s6,Supervisão de Segurança Alimentar,AEHTHDM
s6,Supervisão de Cultura,AEHTIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHTJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHTKDM
s6,Supervisão Técnica de Fiscalização,AEHTLDM
s6,Supervisão Técnica de Planejamento Urbano,AEHTMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHTNDM
s6,Supervisão Técnica de Limpeza Pública,AEHTODM
s6,Supervisão Técnica de Manutenção,AEHTPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHTQDM
s6,Coordenadoria de Educação,AEHTRDM
s6,Supervisão Escolar,AEHTSDM
s6,Coordenadoria de Saúde,AEHTTDM
s6,Supervisão de Vigilância em Saúde,AEHTUDM
s6,Coordenadoria de Administração e Finanças,AEHTVDM
s6,Supervisão de Administração,AEHTWDM
s6,Supervisão de Gestão de Pessoas,AEHTXDM
s6,Supervisão de Finanças,AEHTYDM
s6,Supervisão de Suprimentos,AEHTZDM
s5,Perus,
s6,GABINETE DO SUBPREFEITO,AEHUADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHUEDM
s6,Supervisão de Assistência Social,AEHUFDM
s6,Supervisão de Esportes e Lazer,AEHUGDM
s6,Supervisão de Segurança Alimentar,AEHUHDM
s6,Supervisão de Cultura,AEHUIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHUJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHUKDM
s6,Supervisão Técnica de Fiscalização,AEHULDM
s6,Supervisão Técnica de Planejamento Urbano,AEHUMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHUNDM
s6,Supervisão Técnica de Limpeza Pública,AEHUODM
s6,Supervisão Técnica de Manutenção,AEHUPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHUQDM
s6,Coordenadoria de Educação,AEHURDM
s6,Supervisão Escolar,AEHUSDM
s6,Coordenadoria de Saúde,AEHUTDM
s6,Supervisão de Vigilância em Saúde,AEHUUDM
s6,Coordenadoria de Administração e Finanças,AEHUVDM
s6,Supervisão de Administração,AEHUWDM
s6,Supervisão de Gestão de Pessoas,AEHUXDM
s6,Supervisão de Finanças,AEHUYDM
s6,Supervisão de Suprimentos,AEHUZDM
s5,Pinheiros,
s6,GABINETE DO SUBPREFEITO,AEHVADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHVEDM
s6,Supervisão de Assistência Social,AEHVFDM
s6,Supervisão de Esportes e Lazer,AEHVGDM
s6,Supervisão de Segurança Alimentar,AEHVHDM
s6,Supervisão de Cultura,AEHVIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHVJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHVKDM
s6,Supervisão Técnica de Fiscalização,AEHVLDM
s6,Supervisão Técnica de Planejamento Urbano,AEHVMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHVNDM
s6,Supervisão Técnica de Limpeza Pública,AEHVODM
s6,Supervisão Técnica de Manutenção,AEHVPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHVQDM
s6,Coordenadoria de Educação,AEHVRDM
s6,Supervisão Escolar,AEHVSDM
s6,Coordenadoria de Saúde,AEHVTDM
s6,Supervisão de Vigilância em Saúde,AEHVUDM
s6,Coordenadoria de Administração e Finanças,AEHVVDM
s6,Supervisão de Administração,AEHVWDM
s6,Supervisão de Gestão de Pessoas,AEHVXDM
s6,Supervisão de Finanças,AEHVYDM
s6,Supervisão de Suprimentos,AEHVZDM
s5,Pirituba / Jaraguá,
s6,GABINETE DO SUBPREFEITO,AEHWADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHWEDM
s6,Supervisão de Assistência Social,AEHWFDM
s6,Supervisão de Esportes e Lazer,AEHWGDM
s6,Supervisão de Segurança Alimentar,AEHWHDM
s6,Supervisão de Cultura,AEHWIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHWJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHWKDM
s6,Supervisão Técnica de Fiscalização,AEHWLDM
s6,Supervisão Técnica de Planejamento Urbano,AEHWMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHWNDM
s6,Supervisão Técnica de Limpeza Pública,AEHWODM
s6,Supervisão Técnica de Manutenção,AEHWPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHWQDM
s6,Coordenadoria de Educação,AEHWRDM
s6,Supervisão Escolar,AEHWSDM
s6,Coordenadoria de Saúde,AEHWTDM
s6,Supervisão de Vigilância em Saúde,AEHWUDM
s6,Coordenadoria de Administração e Finanças,AEHWVDM
s6,Supervisão de Administração,AEHWWDM
s6,Supervisão de Gestão de Pessoas,AEHWXDM
s6,Supervisão de Finanças,AEHWYDM
s6,Supervisão de Suprimentos,AEHWZDM
s5,Santana - Tucuruvi,
s6,GABINETE DO SUBPREFEITO,AEHXADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHXEDM
s6,Supervisão de Assistência Social,AEHXFDM
s6,Supervisão de Esportes e Lazer,AEHXGDM
s6,Supervisão de Segurança Alimentar,AEHXHDM
s6,Supervisão de Cultura,AEHXIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHXJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHXKDM
s6,Supervisão Técnica de Fiscalização,AEHXLDM
s6,Supervisão Técnica de Planejamento Urbano,AEHXMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHXNDM
s6,Supervisão Técnica de Limpeza Pública,AEHXODM
s6,Supervisão Técnica de Manutenção,AEHXPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHXQDM
s6,Coordenadoria de Educação,AEHXRDM
s6,Supervisão Escolar,AEHXSDM
s6,Coordenadoria de Saúde,AEHXTDM
s6,Supervisão de Vigilância em Saúde,AEHXUDM
s6,Coordenadoria de Administração e Finanças,AEHXVDM
s6,Supervisão de Administração,AEHXWDM
s6,Supervisão de Gestão de Pessoas,AEHXXDM
s6,Supervisão de Finanças,AEHXYDM
s6,Supervisão de Suprimentos,AEHXZDM
s5,Santo Amaro,
s6,GABINETE DO SUBPREFEITO,AEHYADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHYEDM
s6,Supervisão de Assistência Social,AEHYFDM
s6,Supervisão de Esportes e Lazer,AEHYGDM
s6,Supervisão de Segurança Alimentar,AEHYHDM
s6,Supervisão de Cultura,AEHYIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHYJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHYKDM
s6,Supervisão Técnica de Fiscalização,AEHYLDM
s6,Supervisão Técnica de Planejamento Urbano,AEHYMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHYNDM
s6,Supervisão Técnica de Limpeza Pública,AEHYODM
s6,Supervisão Técnica de Manutenção,AEHYPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHYQDM
s6,Coordenadoria de Educação,AEHYRDM
s6,Supervisão Escolar,AEHYSDM
s6,Coordenadoria de Saúde,AEHYTDM
s6,Supervisão de Vigilância em Saúde,AEHYUDM
s6,Coordenadoria de Administração e Finanças,AEHYVDM
s6,Supervisão de Administração,AEHYWDM
s6,Supervisão de Gestão de Pessoas,AEHYXDM
s6,Supervisão de Finanças,AEHYYDM
s6,Supervisão de Suprimentos,AEHYZDM
s5,São Mateus,
s6,GABINETE DO SUBPREFEITO,AEHZADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEHZEDM
s6,Supervisão de Assistência Social,AEHZFDM
s6,Supervisão de Esportes e Lazer,AEHZGDM
s6,Supervisão de Segurança Alimentar,AEHZHDM
s6,Supervisão de Cultura,AEHZIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEHZJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEHZKDM
s6,Supervisão Técnica de Fiscalização,AEHZLDM
s6,Supervisão Técnica de Planejamento Urbano,AEHZMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEHZNDM
s6,Supervisão Técnica de Limpeza Pública,AEHZODM
s6,Supervisão Técnica de Manutenção,AEHZPDM
s6,Coordenadoria de Projetos e Obras Novas,AEHZQDM
s6,Coordenadoria de Educação,AEHZRDM
s6,Supervisão Escolar,AEHZSDM
s6,Coordenadoria de Saúde,AEHZTDM
s6,Supervisão de Vigilância em Saúde,AEHZUDM
s6,Coordenadoria de Administração e Finanças,AEHZVDM
s6,Supervisão de Administração,AEHZWDM
s6,Supervisão de Gestão de Pessoas,AEHZXDM
s6,Supervisão de Finanças,AEHZYDM
s6,Supervisão de Suprimentos,AEHZZDM
s5,São Miguel Paulista,
s6,GABINETE DO SUBPREFEITO,AEJBADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEJBEDM
s6,Supervisão de Assistência Social,AEJBFDM
s6,Supervisão de Esportes e Lazer,AEJBGDM
s6,Supervisão de Segurança Alimentar,AEJBHDM
s6,Supervisão de Cultura,AEJBIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEJBJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEJBKDM
s6,Supervisão Técnica de Fiscalização,AEJBLDM
s6,Supervisão Técnica de Planejamento Urbano,AEJBMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEJBNDM
s6,Supervisão Técnica de Limpeza Pública,AEJBODM
s6,Supervisão Técnica de Manutenção,AEJBPDM
s6,Coordenadoria de Projetos e Obras Novas,AEJBQDM
s6,Coordenadoria de Educação,AEJBRDM
s6,Supervisão Escolar,AEJBSDM
s6,Coordenadoria de Saúde,AEJBTDM
s6,Supervisão de Vigilância em Saúde,AEJBUDM
s6,Coordenadoria de Administração e Finanças,AEJBVDM
s6,Supervisão de Administração,AEJBWDM
s6,Supervisão de Gestão de Pessoas,AEJBXDM
s6,Supervisão de Finanças,AEJBYDM
s6,Supervisão de Suprimentos,AEJBZDM
s5,Sé,
s6,GABINETE DO SUBPREFEITO,AEJCADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEJCEDM
s6,Supervisão de Assistência Social,AEJCFDM
s6,Supervisão de Esportes e Lazer,AEJCGDM
s6,Supervisão de Segurança Alimentar,AEJCHDM
s6,Supervisão de Cultura,AEJCIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEJCJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEJCKDM
s6,Supervisão Técnica de Fiscalização,AEJCLDM
s6,Supervisão Técnica de Planejamento Urbano,AEJCMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEJCNDM
s6,Supervisão Técnica de Limpeza Pública,AEJCODM
s6,Supervisão Técnica de Manutenção,AEJCPDM
s6,Coordenadoria de Projetos e Obras Novas,AEJCQDM
s6,Coordenadoria de Educação,AEJCRDM
s6,Supervisão Escolar,AEJCSDM
s6,Coordenadoria de Saúde,AEJCTDM
s6,Supervisão de Vigilância em Saúde,AEJCUDM
s6,Coordenadoria de Administração e Finanças,AEJCVDM
s6,Supervisão de Administração,AEJCWDM
s6,Supervisão de Gestão de Pessoas,AEJCXDM
s6,Supervisão de Finanças,AEJCYDM
s6,Supervisão de Suprimentos,AEJCZDM
s5,Capela do Socorro,
s6,GABINETE DO SUBPREFEITO,AEJDADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEJDEDM
s6,Supervisão de Assistência Social,AEJDFDM
s6,Supervisão de Esportes e Lazer,AEJDGDM
s6,Supervisão de Segurança Alimentar,AEJDHDM
s6,Supervisão de Cultura,AEJDIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEJDJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEJDKDM
s6,Supervisão Técnica de Fiscalização,AEJDLDM
s6,Supervisão Técnica de Planejamento Urbano,AEJDMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEJDNDM
s6,Supervisão Técnica de Limpeza Pública,AEJDODM
s6,Supervisão Técnica de Manutenção,AEJDPDM
s6,Coordenadoria de Projetos e Obras Novas,AEJDQDM
s6,Coordenadoria de Educação,AEJDRDM
s6,Supervisão Escolar,AEJDSDM
s6,Coordenadoria de Saúde,AEJDTDM
s6,Supervisão de Vigilância em Saúde,AEJDUDM
s6,Coordenadoria de Administração e Finanças,AEJDVDM
s6,Supervisão de Administração,AEJDWDM
s6,Supervisão de Gestão de Pessoas,AEJDXDM
s6,Supervisão de Finanças,AEJDYDM
s6,Supervisão de Suprimentos,AEJDZDM
s5,Vila Maria - Vila Guilherme,
s6,GABINETE DO SUBPREFEITO,AEJEADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEJEEDM
s6,Supervisão de Assistência Social,AEJEFDM
s6,Supervisão de Esportes e Lazer,AEJEGDM
s6,Supervisão de Segurança Alimentar,AEJEHDM
s6,Supervisão de Cultura,AEJEIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEJEJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEJEKDM
s6,Supervisão Técnica de Fiscalização,AEJELDM
s6,Supervisão Técnica de Planejamento Urbano,AEJEMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEJENDM
s6,Supervisão Técnica de Limpeza Pública,AEJEODM
s6,Supervisão Técnica de Manutenção,AEJEPDM
s6,Coordenadoria de Projetos e Obras Novas,AEJEQDM
s6,Coordenadoria de Educação,AEJERDM
s6,Supervisão Escolar,AEJESDM
s6,Coordenadoria de Saúde,AEJETDM
s6,Supervisão de Vigilância em Saúde,AEJEUDM
s6,Coordenadoria de Administração e Finanças,AEJEVDM
s6,Supervisão de Administração,AEJEWDM
s6,Supervisão de Gestão de Pessoas,AEJEXDM
s6,Supervisão de Finanças,AEJEYDM
s6,Supervisão de Suprimentos,AEJEZDM
s5,Vila Mariana,
s6,GABINETE DO SUBPREFEITO,AEJFADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEJFEDM
s6,Supervisão de Assistência Social,AEJFFDM
s6,Supervisão de Esportes e Lazer,AEJFGDM
s6,Supervisão de Segurança Alimentar,AEJFHDM
s6,Supervisão de Cultura,AEJFIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEJFJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEJFKDM
s6,Supervisão Técnica de Fiscalização,AEJFLDM
s6,Supervisão Técnica de Planejamento Urbano,AEJFMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEJFNDM
s6,Supervisão Técnica de Limpeza Pública,AEJFODM
s6,Supervisão Técnica de Manutenção,AEJFPDM
s6,Coordenadoria de Projetos e Obras Novas,AEJFQDM
s6,Coordenadoria de Educação,AEJFRDM
s6,Supervisão Escolar,AEJFSDM
s6,Coordenadoria de Saúde,AEJFTDM
s6,Supervisão de Vigilância em Saúde,AEJFUDM
s6,Coordenadoria de Administração e Finanças,AEJFVDM
s6,Supervisão de Administração,AEJFWDM
s6,Supervisão de Gestão de Pessoas,AEJFXDM
s6,Supervisão de Finanças,AEJFYDM
s6,Supervisão de Suprimentos,AEJFZDM
s5,Vila Prudente,
s6,GABINETE DO SUBPREFEITO,AEJGADM
s6,Coordenadoria de Ação Social e Desenvolvimento,AEJGEDM
s6,Supervisão de Assistência Social,AEJGFDM
s6,Supervisão de Esportes e Lazer,AEJGGDM
s6,Supervisão de Segurança Alimentar,AEJGHDM
s6,Supervisão de Cultura,AEJGIDM
s6,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEJGJDM
s6,Supervisão Técnica de Uso do Solo e Licenciamentos,AEJGKDM
s6,Supervisão Técnica de Fiscalização,AEJGLDM
s6,Supervisão Técnica de Planejamento Urbano,AEJGMDM
s6,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEJGNDM
s6,Supervisão Técnica de Limpeza Pública,AEJGODM
s6,Supervisão Técnica de Manutenção,AEJGPDM
s6,Coordenadoria de Projetos e Obras Novas,AEJGQDM
s6,Coordenadoria de Educação,AEJGRDM
s6,Supervisão Escolar,AEJGSDM
s6,Coordenadoria de Saúde,AEJGTDM
s6,Supervisão de Vigilância em Saúde,AEJGUDM
s6,Coordenadoria de Administração e Finanças,AEJGVDM
s6,Supervisão de Administração,AEJGWDM
s6,Supervisão de Gestão de Pessoas,AEJGXDM
s6,Supervisão de Finanças,AEJGYDM
s6,Supervisão de Suprimentos,AEJGZDM
s12,Sapopemba,
s13,GABINETE DO SUBPREFEITO,AEJHADM
s13,Coordenadoria de Planejamento e Desenvolvimento Urbano,AEJHJDM
s13,Supervisão Técnica de Uso do Solo e Licenciamentos,AEJHKDM
s13,Supervisão Técnica de Fiscalização,AEJHLDM
s13,Supervisão Técnica de Planejamento Urbano,AEJHMDM
s13,Coordenadoria de Manutenção da Infra-estrutura Urbana,AEJHNDM
s13,Supervisão Técnica de Limpeza Pública,AEJHODM
s13,Supervisão Técnica de Manutenção,AEJHPDM
s13,Coordenadoria de Projetos e Obras Novas,AEJHQDM
s13,Coordenadoria de Administração e Finanças,AEJHVDM
s13,Supervisão de Administração,AEJHWDM
s13,Supervisão de Gestão de Pessoas,AEJHXDM
s13,Supervisão de Finanças,AEJHYDM
s13,Supervisão de Suprimentos,AEJHZDM
s5,CULTURA,
s6,GABINETE DO SECRETÁRIO,AFAAADM
s6,SEÇÃO DE LICITAÇÕES E CONTRATOS,AFABADM
s6,DEPTO PESSOAL - RECURSOS HUMANOS,AFACADM
s6,COMISSÃO DE AVERIGUAÇÃO E AVALIAÇÃO DE PROJETOS CULTURAIS - CAAPC,AFAEADM
s10,CENTRO CULTURAL,AFCAADM
s6,CENTRO CULTURAL - EXPEDIENTE,AFCACDM
s6,CENTRO CULTURAL - CONTABILIDADE,AFCAEDM
s6,CENTRO CULTURAL - DEPTO PESSOAL,AFCAGDM
s10,COMPRESP,AFDAADM
s10,DEPTO DE EXPANSÃO CULTURAL,AFEAADM
s10,COORDENADORIA DO SISTEMA MUNICIPAL DE BIBLIOTECAS,AFFAADM
s10,DEPTO DE PATRIMÔNIO HISTÓRICO,AFGAADM
s10,DEPTO BIBLIOTECA MÁRIO DE ANDRADE,AFHAADM
s10,THEATRO MUNICIPAL,AFIAADM
s10,CENTRO CULTURAL DA JUVENTUDE - CCJ,AFKAADM
s10,DEPARTAMENTO DO ARQUIVO HISTÓRICO DE SÃO PAULO,AFLAADM
s5,FUNDAÇÃO THEATRO MUNICIPAL,
s6,GABINETE DO PRESIDENTE,AFMAADM
s5,EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO,
s6,GABINETE DO PRESIDENTE,AFNAADM
s5,EDUCAÇÃO,AGAAADM
s6,GABINETE DO SECRETÁRIO,AGAAADM
s6,DEPTO PESSOAL,AGABADM
s6,CONTABILIDADE,AGACADM
s6,COMISSÃO DE ACUMULO DE CARGOS - C.A..A.C.,AGADADM
s6,COMISSÃO ESPECIAL DE PAGAMENTO - C.E.P.,AGAEADM
s6,CENTRO DE INFORMÁTICA - C.I.,AGAFADM
s10,COORDENADORIA DOS NÚCLEOS DE AÇÃO EDUCATIVA,AGFAADM
s6,CONAE - DOT GAB  - DIRETORIA TECNICA,AGFBCDM
s6,CONAE - DOT-1,AGFBEDM
s6,CONAE - DOT-2,AGFBGDM
s6,CONAE - DOT-3,AGFBIDM
s6,CONAE - 2 - GABINETE DO SECRETÁRIO,AGFDADM
s6,CONAE - 2 - DIVISÃO ADM.001INISTRATIVA,AGFDEDM
s6,CONAE - 2 - READAPTAÇÃO FUNCIONAL,AGFDIDM
s6,CONAE - 2 - COMISSÃO DE CURSOS E TITULOS,AGFDODM
s6,CONAE - 2 - SETOR DE QUADROS,AGFDUDM
s6,CONAE - 2 - SETOR DE POSSE,AGFDVDM
s6,CONAE - 1  DIVISÃO ADMINSTRATIVA,AGFFADM
s6,CONAE - 13  DEPARTAMENTO PESSOAL,AGFFCDM
s6,CONAE - 14  COMPRAS,AGFFEDM
s6,CONAE - 15   MATERIAL E CADASTRO,AGFFGDM
s6,CONAE - 151  LICITAÇÃO,AGFFIDM
s6,CONAE - 21 EXPEDIENTE/PUBLICAÇÃO,AGFHADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DO IPIRANGA,AGJAADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE JAÇANÃ / TREMEMBÉ,AGJBADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE FREGUESIA / BRASILÂNDIA,AGJCADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE PIRITUBA,AGJDADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE CAMPO LIMPO,AGJEADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SANTO AMARO,AGJFADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DA PENHA,AGJGADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE CAPELA DO SOCORRO,AGJHADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE ITAQUERA,AGJIADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SÃO MIGUEL,AGJJADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE GUAIANASES,AGJLADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DO BUTANTÃ,AGJMADM
s10,DIRETORIA REGIONAL DE EDUCAÇÃO DE SÃO MATEUS,AGJNADM
s5,"ESPORTES, LAZER E RECREAÇÃO",
s6,GABINETE DO SECRETÁRIO,AHAAADM
s6,ASSESSORIA JURIDICA,AHAABDM
s6,RECURSOS HUMANOS,AHAACDM
s6,NÚCLEO DE SUPORTE TÉCNICO,AHAADDM
s10,COORDENADORIA DE GESTÃO DAS POLÍTICAS E PROGRAMAS DE ESPORTE E LAZER,AHABADM
s6,COORDENADORIA DE GESTÃO DAS POLÍTICAS E PROGRAMAS DE ESPORTE E LAZER,AHACADM
s10,COORDENADORIA DE GESTÃO ESTRATÉGICA DOS EQUIPAMENTOS,AHADADM
s10,COORDENADORIA DE GESTÃO DO ESPORTE DE ALTO RENDIMENTO,AHAEADM
s10,ESTÁDIO DO PACAEMBU,AHAFADM
s10,AUTÓDROMO DE INTERLAGOS,AHAGADM
s5,ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL,
s6,GABINETE DO SECRETÁRIO,AIAAADM
s6,ASSESSORIA JURÍDICA,AIABADM
s10,COORDENADORIA DE GESTÃO ADMINISTRATIVA,AIBAADM
s6,COORDENADORIA DE GESTÃO ADMINISTRATIVA,AIBDADM
s6,SUPERVISÃO TÉCNICA DE SUPRIMENTOS,AIBGADM
s6,SUPERVISÃO TÉCNICA DE SUPRIMENTOS,AIBGCDM
s6,CONVÊNIOS,AIBGEDM
s6,COMPRAS,AIBGGDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,AIBJADM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,AIBJCDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,AIBJEDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,AIBJHDM
s6,SUPERVISÃO TÉCNICA DE CONTABILIDADE,AIBJLDM
s10,COORDENADORIA DE GESTÃO DE PESSOAS,AICAADM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,AICADDM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,AICAFDM
s6,SUPERVISÃO DE EVENTOS FUNCIONAIS,AICAHDM
s10,SUPERVISÃO GERAL DE PLANEJAMENTO E CONTROLE,AIDAADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL SUDESTE,AIEBADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL LESTE,AIECADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL CENTRO-OESTE,AIEDADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL SUL,AIEEADM
s10,COORDENADORIA DE ASSISTÊNCIA SOCIAL NORTE,AIEFADM
s5,FINANÇAS E DESENVOLVIMENTO ECONÔMICO,
s6,GABINETE DO SECRETÁRIO,AJAAADM
