urn_p1,urn_p2,urn_p3,name,NOTA
br,ce,milha,Milhã,
br,ce,miraima,Miraíma,
br,ce,missao.velha,Missão Velha,
br,ce,mombaca,Mombaça,
br,ce,monsenhor.tabosa,Monsenhor Tabosa,
br,ce,morada.nova,Morada Nova,
br,ce,moraujo,Moraújo,
br,ce,morrinhos,Morrinhos,
br,ce,mucambo,Mucambo,
br,ce,mulungu,Mulungu,
br,ce,nova.olinda,Nova Olinda,
br,ce,nova.russas,Nova Russas,
br,ce,novo.oriente,Novo Oriente,
br,ce,ocara,Ocara,
br,ce,oros,Orós,
br,ce,pacajus,Pacajus,
br,ce,pacatuba,Pacatuba,
br,ce,pacoti,Pacoti,
br,ce,pacuja,Pacujá,
br,ce,palhano,Palhano,
br,ce,palmacia,Palmácia,
br,ce,paracuru,Paracuru,
br,ce,paraipaba,Paraipaba,
br,ce,parambu,Parambu,
br,ce,paramoti,Paramoti,
br,ce,pedra.branca,Pedra Branca,
br,ce,penaforte,Penaforte,
br,ce,pentecoste,Pentecoste,
br,ce,pereiro,Pereiro,
br,ce,pindoretama,Pindoretama,
br,ce,piquet.carneiro,Piquet Carneiro,
br,ce,pires.ferreira,Pires Ferreira,
br,ce,poranga,Poranga,
br,ce,porteiras,Porteiras,
br,ce,potengi,Potengi,
br,ce,potiretama,Potiretama,
br,ce,quiterianopolis,Quiterianópolis,
br,ce,quixada,Quixadá,
br,ce,quixelo,Quixelô,
br,ce,quixeramobim,Quixeramobim,
br,ce,quixere,Quixeré,
br,ce,redencao,Redenção,
br,ce,reriutaba,Reriutaba,
br,ce,russas,Russas,
br,ce,saboeiro,Saboeiro,
br,ce,salitre,Salitre,
br,ce,santa.quiteria,Santa Quitéria,
br,ce,santana.acarau,Santana do Acaraú,
br,ce,santana.cariri,Santana do Cariri,
br,ce,sao.benedito,São Benedito,
br,ce,sao.goncalo.amarante,São Gonçalo do Amarante,
br,ce,sao.joao.jaguaribe,São João do Jaguaribe,
br,ce,sao.luis.curu,São Luís do Curu,
br,ce,senador.pompeu,Senador Pompeu,
br,ce,senador.sa,Senador Sá,
br,ce,sobral,Sobral,
br,ce,solonopole,Solonópole,
br,ce,tabuleiro.norte,Tabuleiro do Norte,
br,ce,tamboril,Tamboril,
br,ce,tarrafas,Tarrafas,
br,ce,taua,Tauá,
br,ce,tejucuoca,Tejuçuoca,
br,ce,tiangua,Tianguá,
br,ce,trairi,Trairi,
br,ce,tururu,Tururu,
br,ce,ubajara,Ubajara,
br,ce,umari,Umari,
br,ce,umirim,Umirim,
br,ce,uruburetama,Uruburetama,
br,ce,uruoca,Uruoca,
br,ce,varjota,Varjota,
br,ce,varzea.alegre,Várzea Alegre,
br,ce,vicosa.ceara,Viçosa do Ceará,
br,df,brasilia,Brasília,
br,es,afonso.claudio,Afonso Cláudio,
br,es,agua.doce.norte,Água Doce do Norte,
br,es,aguia.branca,Águia Branca,
br,es,alegre,Alegre,
br,es,alfredo.chaves,Alfredo Chaves,
br,es,alto.rio.novo,Alto Rio Novo,
br,es,anchieta,Anchieta,
br,es,apiaca,Apiacá,
br,es,aracruz,Aracruz,
br,es,atilio.vivacqua,Atilio Vivacqua,
br,es,baixo.guandu,Baixo Guandu,
br,es,barra.sao.francisco,Barra de São Francisco,
br,es,boa.esperanca,Boa Esperança,
br,es,bom.jesus.norte,Bom Jesus do Norte,
br,es,brejetuba,Brejetuba,
br,es,cachoeiro.itapemirim,Cachoeiro de Itapemirim,
br,es,cariacica,Cariacica,
br,es,castelo,Castelo,
br,es,colatina,Colatina,
br,es,conceicao.barra,Conceição da Barra,
br,es,conceicao.castelo,Conceição do Castelo,
br,es,divino.sao.lourenco,Divino de São Lourenço,
br,es,domingos.martins,Domingos Martins,
br,es,dores.rio.preto,Dores do Rio Preto,
br,es,ecoporanga,Ecoporanga,
br,es,fundao,Fundão,
br,es,governador.lindenberg,Governador Lindenberg,
br,es,guacui,Guaçuí,
br,es,guarapari,Guarapari,
br,es,ibatiba,Ibatiba,
br,es,ibiracu,Ibiraçu,
br,es,ibitirama,Ibitirama,
br,es,iconha,Iconha,
br,es,irupi,Irupi,
br,es,itaguacu,Itaguaçu,
br,es,itapemirim,Itapemirim,
br,es,itarana,Itarana,
br,es,iuna,Iúna,
br,es,jaguare,Jaguaré,
br,es,jeronimo.monteiro,Jerônimo Monteiro,
br,es,joao.neiva,João Neiva,
br,es,laranja.terra,Laranja da Terra,
br,es,linhares,Linhares,
br,es,mantenopolis,Mantenópolis,
br,es,marataizes,Marataízes,
br,es,marechal.floriano,Marechal Floriano,
br,es,marilandia,Marilândia,
br,es,mimoso.sul,Mimoso do Sul,
br,es,montanha,Montanha,
br,es,mucurici,Mucurici,
br,es,muniz.freire,Muniz Freire,
br,es,muqui,Muqui,
br,es,nova.venecia,Nova Venécia,
br,es,pancas,Pancas,
br,es,pedro.canario,Pedro Canário,
br,es,pinheiros,Pinheiros,
br,es,piuma,Piúma,
br,es,ponto.belo,Ponto Belo,
br,es,presidente.kennedy,Presidente Kennedy,
br,es,rio.bananal,Rio Bananal,
br,es,rio.novo.sul,Rio Novo do Sul,
br,es,santa.leopoldina,Santa Leopoldina,
br,es,santa.maria.jetiba,Santa Maria de Jetibá,
br,es,santa.teresa,Santa Teresa,
br,es,sao.domingos.norte,São Domingos do Norte,
br,es,sao.gabriel.palha,São Gabriel da Palha,
br,es,sao.jose.calcado,São José do Calçado,
br,es,sao.mateus,São Mateus,
br,es,sao.roque.canaa,São Roque do Canaã,
br,es,serra,Serra,
br,es,sooretama,Sooretama,
br,es,vargem.alta,Vargem Alta,
br,es,venda.nova.imigrante,Venda Nova do Imigrante,
br,es,viana,Viana,
br,es,vila.pavao,Vila Pavão,
br,es,vila.valerio,Vila Valério,
br,es,vila.velha,Vila Velha,
br,es,vitoria,Vitória,
br,go,abadia.goias,Abadia de Goiás,
br,go,abadiania,Abadiânia,
br,go,acreuna,Acreúna,
br,go,adelandia,Adelândia,
br,go,agua.fria.goias,Água Fria de Goiás,
br,go,agua.limpa,Água Limpa,
br,go,aguas.lindas.goias,Águas Lindas de Goiás,
br,go,alexania,Alexânia,
br,go,aloandia,Aloândia,
br,go,alto.horizonte,Alto Horizonte,
br,go,alto.paraiso.goias,Alto Paraíso de Goiás,
br,go,alvorada.norte,Alvorada do Norte,
br,go,amaralina,Amaralina,
br,go,americano.brasil,Americano do Brasil,
br,go,amorinopolis,Amorinópolis,
br,go,anapolis,Anápolis,
br,go,anhanguera,Anhanguera,
br,go,anicuns,Anicuns,
br,go,aparecida.goiania,Aparecida de Goiânia,
br,go,aparecida.rio.doce,Aparecida do Rio Doce,
br,go,apore,Aporé,
br,go,aracu,Araçu,
br,go,aragarcas,Aragarças,
br,go,aragoiania,Aragoiânia,
br,go,araguapaz,Araguapaz,
br,go,arenopolis,Arenópolis,
br,go,aruana,Aruanã,
br,go,aurilandia,Aurilândia,
br,go,avelinopolis,Avelinópolis,
br,go,baliza,Baliza,
br,go,barro.alto,Barro Alto,
br,go,bela.vista.goias,Bela Vista de Goiás,
br,go,bom.jardim.goias,Bom Jardim de Goiás,
br,go,bom.jesus.goias,Bom Jesus de Goiás,
br,go,bonfinopolis,Bonfinópolis,
br,go,bonopolis,Bonópolis,
br,go,brazabrantes,Brazabrantes,
br,go,britania,Britânia,
br,go,buriti.alegre,Buriti Alegre,
br,go,buriti.goias,Buriti de Goiás,
br,go,buritinopolis,Buritinópolis,
br,go,cabeceiras,Cabeceiras,
br,go,cachoeira.alta,Cachoeira Alta,
br,go,cachoeira.dourada,Cachoeira Dourada,
br,go,cachoeira.goias,Cachoeira de Goiás,
br,go,cacu,Caçu,
br,go,caiaponia,Caiapônia,
br,go,caldas.novas,Caldas Novas,
br,go,caldazinha,Caldazinha,
br,go,campestre.goias,Campestre de Goiás,
br,go,campinacu,Campinaçu,
br,go,campinorte,Campinorte,
br,go,campo.alegre.goias,Campo Alegre de Goiás,
br,go,campo.limpo.goias,Campo Limpo de Goiás,
br,go,campos.belos,Campos Belos,
br,go,campos.verdes,Campos Verdes,
br,go,carmo.rio.verde,Carmo do Rio Verde,
br,go,castelandia,Castelândia,
br,go,catalao,Catalão,
br,go,caturai,Caturaí,
br,go,cavalcante,Cavalcante,
br,go,ceres,Ceres,
br,go,cezarina,Cezarina,
br,go,chapadao.ceu,Chapadão do Céu,
br,go,cidade.ocidental,Cidade Ocidental,
br,go,cocalzinho.goias,Cocalzinho de Goiás,
br,go,colinas.sul,Colinas do Sul,
br,go,corrego.ouro,Córrego do Ouro,
br,go,corumba.goias,Corumbá de Goiás,
br,go,corumbaiba,Corumbaíba,
br,go,cristalina,Cristalina,
br,go,cristianopolis,Cristianópolis,
br,go,crixas,Crixás,
br,go,crominia,Cromínia,
br,go,cumari,Cumari,
br,go,damianopolis,Damianópolis,
br,go,damolandia,Damolândia,
br,go,davinopolis,Davinópolis,
br,go,diorama,Diorama,
br,go,divinopolis.goias,Divinópolis de Goiás,
br,go,doverlandia,Doverlândia,
br,go,edealina,Edealina,
br,go,edeia,Edéia,
br,go,estrela.norte,Estrela do Norte,
br,go,faina,Faina,
br,go,fazenda.nova,Fazenda Nova,
br,go,firminopolis,Firminópolis,
br,go,flores.goias,Flores de Goiás,
br,go,formosa,Formosa,
br,go,formoso,Formoso,
br,go,gameleira.goias,Gameleira de Goiás,
br,go,goianapolis,Goianápolis,
br,go,goiandira,Goiandira,
br,go,goianesia,Goianésia,
br,go,goiania,Goiânia,
br,go,goianira,Goianira,
br,go,goias,Goiás,
br,go,goiatuba,Goiatuba,
br,go,gouvelandia,Gouvelândia,
br,go,guapo,Guapó,
br,go,guaraita,Guaraíta,
br,go,guarani.goias,Guarani de Goiás,
br,go,guarinos,Guarinos,
br,go,heitorai,Heitoraí,
br,go,hidrolandia,Hidrolândia,
br,go,hidrolina,Hidrolina,
br,go,iaciara,Iaciara,
br,go,inaciolandia,Inaciolândia,
br,go,indiara,Indiara,
br,go,inhumas,Inhumas,
br,go,ipameri,Ipameri,
br,go,ipiranga.goias,Ipiranga de Goiás,
br,go,ipora,Iporá,
br,go,israelandia,Israelândia,
br,go,itaberai,Itaberaí,
br,go,itaguari,Itaguari,
br,go,itaguaru,Itaguaru,
br,go,itaja,Itajá,
br,go,itapaci,Itapaci,
br,go,itapirapua,Itapirapuã,
br,go,itapuranga,Itapuranga,
br,go,itaruma,Itarumã,
br,go,itaucu,Itauçu,
br,go,itumbiara,Itumbiara,
br,go,ivolandia,Ivolândia,
br,go,jandaia,Jandaia,
br,go,jaragua,Jaraguá,
br,go,jatai,Jataí,
br,go,jaupaci,Jaupaci,
br,go,jesupolis,Jesúpolis,
br,go,joviania,Joviânia,
br,go,jussara,Jussara,
br,go,lagoa.santa,Lagoa Santa,
br,go,leopoldo.bulhoes,Leopoldo de Bulhões,
br,go,luziania,Luziânia,
br,go,mairipotaba,Mairipotaba,
br,go,mambai,Mambaí,
br,go,mara.rosa,Mara Rosa,
br,go,marzagao,Marzagão,
br,go,matrincha,Matrinchã,
br,go,maurilandia,Maurilândia,
br,go,mimoso.goias,Mimoso de Goiás,
br,go,minacu,Minaçu,
br,go,mineiros,Mineiros,
br,go,moipora,Moiporá,
br,go,monte.alegre.goias,Monte Alegre de Goiás,
br,go,montes.claros.goias,Montes Claros de Goiás,
br,go,montividiu,Montividiu,
br,go,montividiu.norte,Montividiu do Norte,
br,go,morrinhos,Morrinhos,
br,go,morro.agudo.goias,Morro Agudo de Goiás,
br,go,mossamedes,Mossâmedes,
br,go,mozarlandia,Mozarlândia,
br,go,mundo.novo,Mundo Novo,
br,go,mutunopolis,Mutunópolis,
br,go,nazario,Nazário,
br,go,neropolis,Nerópolis,
br,go,niquelandia,Niquelândia,
br,go,nova.america,Nova América,
br,go,nova.aurora,Nova Aurora,
br,go,nova.crixas,Nova Crixás,
br,go,nova.gloria,Nova Glória,
br,go,nova.iguacu.goias,Nova Iguaçu de Goiás,
br,go,nova.roma,Nova Roma,
br,go,nova.veneza,Nova Veneza,
br,go,novo.brasil,Novo Brasil,
br,go,novo.gama,Novo Gama,
br,go,novo.planalto,Novo Planalto,
br,go,orizona,Orizona,
br,go,ouro.verde.goias,Ouro Verde de Goiás,
br,go,ouvidor,Ouvidor,
br,go,padre.bernardo,Padre Bernardo,
br,go,palestina.goias,Palestina de Goiás,
br,go,palmeiras.goias,Palmeiras de Goiás,
br,go,palmelo,Palmelo,
br,go,palminopolis,Palminópolis,
br,go,panama,Panamá,
br,go,paranaiguara,Paranaiguara,
br,go,parauna,Paraúna,
br,go,perolandia,Perolândia,
br,go,petrolina.goias,Petrolina de Goiás,
br,go,pilar.goias,Pilar de Goiás,
br,go,piracanjuba,Piracanjuba,
br,go,piranhas,Piranhas,
br,go,pirenopolis,Pirenópolis,
br,go,pires.rio,Pires do Rio,
br,go,planaltina,Planaltina,
br,go,pontalina,Pontalina,
br,go,porangatu,Porangatu,
br,go,porteirao,Porteirão,
br,go,portelandia,Portelândia,
br,go,posse,Posse,
br,go,professor.jamil,Professor Jamil,
br,go,quirinopolis,Quirinópolis,
br,go,rialma,Rialma,
br,go,rianapolis,Rianápolis,
br,go,rio.quente,Rio Quente,
br,go,rio.verde,Rio Verde,
br,go,rubiataba,Rubiataba,
br,go,sanclerlandia,Sanclerlândia,
br,go,santa.barbara.goias,Santa Bárbara de Goiás,
br,go,santa.cruz.goias,Santa Cruz de Goiás,
br,go,santa.fe.goias,Santa Fé de Goiás,
br,go,santa.helena.goias,Santa Helena de Goiás,
br,go,santa.isabel,Santa Isabel,
br,go,santa.rita.araguaia,Santa Rita do Araguaia,
br,go,santa.rita.novo.destino,Santa Rita do Novo Destino,
br,go,santa.rosa.goias,Santa Rosa de Goiás,
br,go,santa.tereza.goias,Santa Tereza de Goiás,
br,go,santa.terezinha.goias,Santa Terezinha de Goiás,
br,go,santo.antonio.barra,Santo Antônio da Barra,
br,go,santo.antonio.descoberto,Santo Antônio do Descoberto,
br,go,santo.antonio.goias,Santo Antônio de Goiás,
br,go,sao.domingos,São Domingos,
br,go,sao.francisco.goias,São Francisco de Goiás,
br,go,sao.joao.d.alianca,São João d'Aliança,
br,go,sao.joao.parauna,São João da Paraúna,
br,go,sao.luis.montes.belos,São Luís de Montes Belos,
br,go,sao.luiz.norte,São Luíz do Norte,
br,go,sao.miguel.araguaia,São Miguel do Araguaia,
br,go,sao.miguel.passa.quatro,São Miguel do Passa Quatro,
br,go,sao.patricio,São Patrício,
br,go,sao.simao,São Simão,
br,go,senador.canedo,Senador Canedo,
br,go,serranopolis,Serranópolis,
br,go,silvania,Silvânia,
br,go,simolandia,Simolândia,
br,go,sitio.d.abadia,Sítio d'Abadia,
br,go,taquaral.goias,Taquaral de Goiás,
br,go,teresina.goias,Teresina de Goiás,
br,go,terezopolis.goias,Terezópolis de Goiás,
br,go,tres.ranchos,Três Ranchos,
br,go,trindade,Trindade,
br,go,trombas,Trombas,
br,go,turvania,Turvânia,
br,go,turvelandia,Turvelândia,
br,go,uirapuru,Uirapuru,
br,go,uruacu,Uruaçu,
br,go,uruana,Uruana,
br,go,urutai,Urutaí,
br,go,valparaiso.goias,Valparaíso de Goiás,
br,go,varjao,Varjão,
br,go,vianopolis,Vianópolis,
br,go,vicentinopolis,Vicentinópolis,
br,go,vila.boa,Vila Boa,
br,go,vila.propicio,Vila Propício,
br,ma,acailandia,Açailândia,
br,ma,afonso.cunha,Afonso Cunha,
br,ma,agua.doce.maranhao,Água Doce do Maranhão,
br,ma,alcantara,Alcântara,
br,ma,aldeias.altas,Aldeias Altas,
br,ma,altamira.maranhao,Altamira do Maranhão,
br,ma,alto.alegre.maranhao,Alto Alegre do Maranhão,
br,ma,alto.alegre.pindare,Alto Alegre do Pindaré,
br,ma,alto.parnaiba,Alto Parnaíba,
br,ma,amapa.maranhao,Amapá do Maranhão,
br,ma,amarante.maranhao,Amarante do Maranhão,
br,ma,anajatuba,Anajatuba,
br,ma,anapurus,Anapurus,
br,ma,apicum.acu,Apicum-Açu,
br,ma,araguana,Araguanã,
br,ma,araioses,Araioses,
br,ma,arame,Arame,
br,ma,arari,Arari,
br,ma,axixa,Axixá,
br,ma,bacabal,Bacabal,
br,ma,bacabeira,Bacabeira,
br,ma,bacuri,Bacuri,
br,ma,bacurituba,Bacurituba,
br,ma,balsas,Balsas,
br,ma,barao.grajau,Barão de Grajaú,
br,ma,barra.corda,Barra do Corda,
br,ma,barreirinhas,Barreirinhas,
br,ma,bela.vista.maranhao,Bela Vista do Maranhão,
br,ma,belagua,Belágua,
br,ma,benedito.leite,Benedito Leite,
br,ma,bequimao,Bequimão,
br,ma,bernardo.mearim,Bernardo do Mearim,
br,ma,boa.vista.gurupi,Boa Vista do Gurupi,
br,ma,bom.jardim,Bom Jardim,
br,ma,bom.jesus.selvas,Bom Jesus das Selvas,
br,ma,bom.lugar,Bom Lugar,
br,ma,brejo,Brejo,
br,ma,brejo.areia,Brejo de Areia,
br,ma,buriti,Buriti,
br,ma,buriti.bravo,Buriti Bravo,
br,ma,buriticupu,Buriticupu,
br,ma,buritirana,Buritirana,
br,ma,cachoeira.grande,Cachoeira Grande,
br,ma,cajapio,Cajapió,
br,ma,cajari,Cajari,
br,ma,campestre.maranhao,Campestre do Maranhão,
br,ma,candido.mendes,Cândido Mendes,
br,ma,cantanhede,Cantanhede,
br,ma,capinzal.norte,Capinzal do Norte,
br,ma,carolina,Carolina,
br,ma,carutapera,Carutapera,
br,ma,caxias,Caxias,
br,ma,cedral,Cedral,
br,ma,central.maranhao,Central do Maranhão,
br,ma,centro.guilherme,Centro do Guilherme,
br,ma,centro.novo.maranhao,Centro Novo do Maranhão,
br,ma,chapadinha,Chapadinha,
br,ma,cidelandia,Cidelândia,
br,ma,codo,Codó,
br,ma,coelho.neto,Coelho Neto,
br,ma,colinas,Colinas,
br,ma,conceicao.lago.acu,Conceição do Lago-Açu,
br,ma,coroata,Coroatá,
br,ma,cururupu,Cururupu,
br,ma,davinopolis,Davinópolis,
br,ma,dom.pedro,Dom Pedro,
br,ma,duque.bacelar,Duque Bacelar,
br,ma,esperantinopolis,Esperantinópolis,
br,ma,estreito,Estreito,
br,ma,feira.nova.maranhao,Feira Nova do Maranhão,
br,ma,fernando.falcao,Fernando Falcão,
br,ma,formosa.serra.negra,Formosa da Serra Negra,
br,ma,fortaleza.nogueiras,Fortaleza dos Nogueiras,
br,ma,fortuna,Fortuna,
br,ma,godofredo.viana,Godofredo Viana,
br,ma,goncalves.dias,Gonçalves Dias,
br,ma,governador.archer,Governador Archer,
br,ma,governador.edison.lobao,Governador Edison Lobão,
br,ma,governador.eugenio.barros,Governador Eugênio Barros,
br,ma,governador.luiz.rocha,Governador Luiz Rocha,
br,ma,governador.newton.bello,Governador Newton Bello,
br,ma,governador.nunes.freire,Governador Nunes Freire,
br,ma,graca.aranha,Graça Aranha,
br,ma,grajau,Grajaú,
br,ma,guimaraes,Guimarães,
br,ma,humberto.campos,Humberto de Campos,
br,ma,icatu,Icatu,
br,ma,igarape.grande,Igarapé Grande,
br,ma,igarape.meio,Igarapé do Meio,
br,ma,imperatriz,Imperatriz,
br,ma,itaipava.grajau,Itaipava do Grajaú,
br,ma,itapecuru.mirim,Itapecuru Mirim,
br,ma,itinga.maranhao,Itinga do Maranhão,
br,ma,jatoba,Jatobá,
br,ma,jenipapo.vieiras,Jenipapo dos Vieiras,
br,ma,joao.lisboa,João Lisboa,
br,ma,joselandia,Joselândia,
br,ma,junco.maranhao,Junco do Maranhão,
br,ma,lago.junco,Lago do Junco,
br,ma,lago.pedra,Lago da Pedra,
br,ma,lago.rodrigues,Lago dos Rodrigues,
br,ma,lago.verde,Lago Verde,
br,ma,lagoa.grande.maranhao,Lagoa Grande do Maranhão,
br,ma,lagoa.mato,Lagoa do Mato,
br,ma,lajeado.novo,Lajeado Novo,
br,ma,lima.campos,Lima Campos,
br,ma,loreto,Loreto,
br,ma,luis.domingues,Luís Domingues,
br,ma,magalhaes.almeida,Magalhães de Almeida,
br,ma,maracacume,Maracaçumé,
br,ma,maraja.sena,Marajá do Sena,
br,ma,maranhaozinho,Maranhãozinho,
br,ma,mata.roma,Mata Roma,
br,ma,matinha,Matinha,
br,ma,matoes,Matões,
br,ma,matoes.norte,Matões do Norte,
br,ma,milagres.maranhao,Milagres do Maranhão,
br,ma,mirador,Mirador,
br,ma,miranda.norte,Miranda do Norte,
br,ma,mirinzal,Mirinzal,
br,ma,moncao,Monção,
br,ma,montes.altos,Montes Altos,
br,ma,morros,Morros,
br,ma,nina.rodrigues,Nina Rodrigues,
br,ma,nova.colinas,Nova Colinas,
br,ma,nova.iorque,Nova Iorque,
br,ma,nova.olinda.maranhao,Nova Olinda do Maranhão,
br,ma,olho.d.agua.cunhas,Olho d'Água das Cunhãs,
br,ma,olinda.nova.maranhao,Olinda Nova do Maranhão,
br,ma,paco.lumiar,Paço do Lumiar,
br,ma,palmeirandia,Palmeirândia,
br,ma,paraibano,Paraibano,
br,ma,parnarama,Parnarama,
br,ma,passagem.franca,Passagem Franca,
br,ma,pastos.bons,Pastos Bons,
br,ma,paulino.neves,Paulino Neves,
br,ma,paulo.ramos,Paulo Ramos,
br,ma,pedreiras,Pedreiras,
br,ma,pedro.rosario,Pedro do Rosário,
br,ma,penalva,Penalva,
br,ma,peri.mirim,Peri Mirim,
br,ma,peritoro,Peritoró,
br,ma,pindare.mirim,Pindaré-Mirim,
br,ma,pinheiro,Pinheiro,
br,ma,pio.xii,Pio XII,
br,ma,pirapemas,Pirapemas,
br,ma,pocao.pedras,Poção de Pedras,
br,ma,porto.franco,Porto Franco,
br,ma,porto.rico.maranhao,Porto Rico do Maranhão,
br,ma,presidente.dutra,Presidente Dutra,
br,ma,presidente.juscelino,Presidente Juscelino,
br,ma,presidente.medici,Presidente Médici,
br,ma,presidente.sarney,Presidente Sarney,
br,ma,presidente.vargas,Presidente Vargas,
br,ma,primeira.cruz,Primeira Cruz,
br,ma,raposa,Raposa,
br,ma,riachao,Riachão,
br,ma,ribamar.fiquene,Ribamar Fiquene,
br,ma,rosario,Rosário,
br,ma,sambaiba,Sambaíba,
br,ma,santa.filomena.maranhao,Santa Filomena do Maranhão,
br,ma,santa.helena,Santa Helena,
br,ma,santa.ines,Santa Inês,
br,ma,santa.luzia,Santa Luzia,
br,ma,santa.luzia.parua,Santa Luzia do Paruá,
br,ma,santa.quiteria.maranhao,Santa Quitéria do Maranhão,
br,ma,santa.rita,Santa Rita,
br,ma,santana.maranhao,Santana do Maranhão,
br,ma,santo.amaro.maranhao,Santo Amaro do Maranhão,
br,ma,santo.antonio.lopes,Santo Antônio dos Lopes,Abaetetuba
br,ma,sao.benedito.rio.preto,São Benedito do Rio Preto,Altamira
br,ma,sao.bento,São Bento,Ananindeua
br,ma,sao.bernardo,São Bernardo,Belém
br,ma,sao.domingos.azeitao,São Domingos do Azeitão,Breves
br,ma,sao.domingos.maranhao,São Domingos do Maranhão,Capanema
br,ma,sao.felix.balsas,São Félix de Balsas,Castanhal
br,ma,sao.francisco.brejao,São Francisco do Brejão,Itaituba
br,ma,sao.francisco.maranhao,São Francisco do Maranhão,Macapá
br,ma,sao.joao.batista,São João Batista,Marabá
br,ma,sao.joao.caru,São João do Carú,Monte Dourado
br,ma,sao.joao.paraiso,São João do Paraíso,Óbidos
br,ma,sao.joao.patos,São João dos Patos,Paragominas
br,ma,sao.joao.soter,São João do Soter,Parauapebas
br,ma,sao.jose.basilios,São José dos Basílios,Redenção
br,ma,sao.jose.ribamar,São José de Ribamar,Santa Izabel do Pará
br,ma,sao.luis,São Luís,Santarém
br,ma,sao.luis.gonzaga.maranhao,São Luís Gonzaga do Maranhão,Tucuruí
br,ma,sao.mateus.maranhao,São Mateus do Maranhão,Xinguara
br,ma,sao.pedro.agua.branca,São Pedro da Água Branca,
br,ma,sao.pedro.crentes,São Pedro dos Crentes,Florianópolis
br,ma,sao.raimundo.doca.bezerra,São Raimundo do Doca Bezerra,Blumenal
br,ma,sao.raimundo.mangabeiras,São Raimundo das Mangabeiras,Criciúma
br,ma,sao.roberto,São Roberto,Joinville
br,ma,sao.vicente.ferrer,São Vicente Ferrer,Itajaí
br,ma,satubinha,Satubinha,Tubarão
br,ma,senador.alexandre.costa,Senador Alexandre Costa,Lages
br,ma,senador.la.rocque,Senador La Rocque,Concórdia
br,ma,serrano.maranhao,Serrano do Maranhão,Chapecó
br,ma,sitio.novo,Sítio Novo,Brusque
br,ma,sucupira.norte,Sucupira do Norte,Rio do Sul
br,ma,sucupira.riachao,Sucupira do Riachão,Joaçaba
br,ma,tasso.fragoso,Tasso Fragoso,Caçador
br,ma,timbiras,Timbiras,São Miguel do Oeste
br,ma,timon,Timon,Mafra
br,ma,trizidela.vale,Trizidela do Vale,Jaraguá do Sul
br,ma,tufilandia,Tufilândia,Videira
br,ma,tuntum,Tuntum,Canoinhas
br,ma,turiacu,Turiaçu,Araranguá
br,ma,turilandia,Turilândia,São Bento do Sul
br,ma,tutoia,Tutóia,Xanxerê
br,ma,urbano.santos,Urbano Santos,São José
br,ma,vargem.grande,Vargem Grande,Indaial
br,ma,viana,Viana,Balneário Camboriú
br,ma,vila.nova.martirios,Vila Nova dos Martírios,Curitibanos
br,ma,vitoria.mearim,Vitória do Mearim,Imbituba
br,ma,vitorino.freire,Vitorino Freire,Porto União
br,ma,ze.doca,Zé Doca,Fraiburgo
br,mg,abadia.dourados,Abadia dos Dourados,Timbó
